number,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,nationality,rating,review_text,raw_review_text,tags,meta
579,Highly recommended to anyone visiting Bruges.,30-Nov-19,Rob,,28-00-2022,https://www.booking.com/reviews/be/hotel/central-bruges-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIWY2VudHJhbC1icnVnZXMtYi1hbXAtYkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp6rXhwbAAgHSAiQ2ZTYxZjE0MC1kNjc4LTQxY2EtYmI3ZC02MjQ2ZjgyMDkwNWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Central Bruges B&B,https://www.booking.com/hotel/be/central-bruges-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIWY2VudHJhbC1icnVnZXMtYi1hbXAtYkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp6rXhwbAAgHSAiQ2ZTYxZjE0MC1kNjc4LTQxY2EtYmI3ZC02MjQ2ZjgyMDkwNWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,10.0,"Beautiful house finished to a high standard and fresh, local produce served for breakfast. Katrien is very warm and welcoming and nothing was too much trouble. Fantastic location on the edge of the centre with a lovely 10 minute walk to the main square.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Beautiful house finished to a high standard and fresh, local produce served for breakfast. Katrien is very warm and welcoming and nothing was too much trouble. Fantastic location on the edge of the centre with a lovely 10 minute walk to the main square.</span></p>",Leisure trip~Couple~Deluxe Twin Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
580,Exceptional,11-Nov-19,Romila,,21-00-2023,https://www.booking.com/reviews/be/hotel/alfainn.en-gb.html?label=gen173nr-1DCA0oFUIHYWxmYWlubkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCnarXhwbAAgHSAiQ0NGY3OTI0Zi0xMmYyLTQzMWEtOTk4MC02OGY4YzgyZmY5OGbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Alfa Inn,https://www.booking.com/hotel/be/alfainn.en-gb.html?label=gen173nr-1DCA0oFUIHYWxmYWlubkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCnarXhwbAAgHSAiQ0NGY3OTI0Zi0xMmYyLTQzMWEtOTk4MC02OGY4YzgyZmY5OGbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,France,10.0,"During the night there is a strange sound like it's like a drops of water through out the night, seems like that. Also the sink in the bathroom doesn't drain well :),

I love the staff they are really accomodating, friendly and warm welcoming. The breakfast is excellent ! The room is clean, expect I can hear some noise outside but it's totally fine. The location is perfect for shopping and groceries and perfect for summer !
Handsdown to their lounge , i find it so peaceful and romantic !!","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">During the night there is a strange sound like it's like a drops of water through out the night, seems like that. Also the sink in the bathroom doesn't drain well :)</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">I love the staff they are really accomodating, friendly and warm welcoming. The breakfast is excellent ! The room is clean, expect I can hear some noise outside but it's totally fine. The location is perfect for shopping and groceries and perfect for summer !
Handsdown to their lounge , i find it so peaceful and romantic !! </span></p>",Leisure trip~Couple~Special Offer - Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
581,Fabulous,07-Dec-18,Benhiba,,06-00-2022,https://www.booking.com/reviews/by/hotel/comfort.en-gb.html?label=gen173nr-1DCA0oJUIHY29tZm9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCm6rXhwbAAgHSAiQ3MDZjNWFiMi00NGM4LTQyZDEtYTA2Yi03Y2RiNzNhNTRjYznYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Complex Comfort,https://www.booking.com/hotel/by/comfort.en-gb.html?label=gen173nr-1DCA0oJUIHY29tZm9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCm6rXhwbAAgHSAiQ3MDZjNWFiMi00NGM4LTQyZDEtYTA2Yi03Y2RiNzNhNTRjYznYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Morocco,8.8,"We liked everything.  ,

Everything was perfect:location, clean, big and yoy can find everything you need. We would like to come back.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">We liked everything.  </span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Everything was perfect:location, clean, big and yoy can find everything you need. We would like to come back.</span></p>",Leisure trip~Family with young children~One-Bedroom Apartment~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
582,Good,06-Oct-19,Rocky,,07-00-2023,https://www.booking.com/reviews/be/hotel/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,ibis Hotel Brussels Airport,https://www.booking.com/hotel/be/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Canada,7.5,"The shuttle to & from the central train station was convenient for our travels.
The room was clean & what we expected.","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The shuttle to &amp; from the central train station was convenient for our travels.
The room was clean &amp; what we expected.</span></p>",Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
583,Safe town to visit.,24-Jun-21,Carine,,22-00-2021,https://www.booking.com/reviews/be/hotel/infotel.en-gb.html?label=gen173nr-1DCA0oFUIHaW5mb3RlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCtqrXhwbAAgHSAiQyMmZjNDEyOC05NjliLTQ3MWEtODFkZS1hNzUzYWZmMzYxODTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Infotel,https://www.booking.com/hotel/be/infotel.en-gb.html?label=gen173nr-1DCA0oFUIHaW5mb3RlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCtqrXhwbAAgHSAiQyMmZjNDEyOC05NjliLTQ3MWEtODFkZS1hNzUzYWZmMzYxODTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Belgium,7.0,"Pipework and boiler in bathroom should be boxed in. ,

Location is excellent. Yards away from the Grand Place. Cheap and safe off street parking.
Friendly staff.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Pipework and boiler in bathroom should be boxed in. </span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Location is excellent. Yards away from the Grand Place. Cheap and safe off street parking.
Friendly staff. </span></p>",Leisure trip~Couple~Studio Apartment with Weekly Housekeeping~Stayed 3 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
584,A quiet comfortable BnB with friendly welcoming owners.,09-Nov-20,Margaret,,06-00-2023,https://www.booking.com/reviews/be/hotel/fleurs-sauvages.en-gb.html?label=gen173nr-1DCA0oFUIPZmxldXJzLXNhdXZhZ2VzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK1qteHBsACAdICJGM0OTZhNmU5LTc3MGUtNDJkMi04NDA4LWQ0YWRjYzAxZDg5ZtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Fleurs-Sauvages,https://www.booking.com/hotel/be/fleurs-sauvages.en-gb.html?label=gen173nr-1DCA0oFUIPZmxldXJzLXNhdXZhZ2VzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK1qteHBsACAdICJGM0OTZhNmU5LTc3MGUtNDJkMi04NDA4LWQ0YWRjYzAxZDg5ZtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Netherlands,8.0,"We did not realise that the BnB was as remote as it was from the local town.,

The owners were very friendly.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">We did not realise that the BnB was as remote as it was from the local town.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The owners were very friendly.</span></p>",Leisure trip~Couple~Triple Room with Private Bathroom~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
585,"Terrible disappointment, not like the pictures",23-Nov-18,Anonymous,,07-00-2023,https://www.booking.com/reviews/be/hotel/hoeve-de-zuidhoek.en-gb.html?label=gen173nr-1DCA0oFUIRaG9ldmUtZGUtenVpZGhvZWtIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqqq14cGwAIB0gIkYzgzMDc1MGUtYmI1MS00OWQxLWJkYWMtNGUzOWRlN2EzMWJm2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hoeve De Zuidhoek,https://www.booking.com/hotel/be/hoeve-de-zuidhoek.en-gb.html?label=gen173nr-1DCA0oFUIRaG9ldmUtZGUtenVpZGhvZWtIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqqq14cGwAIB0gIkYzgzMDc1MGUtYmI1MS00OWQxLWJkYWMtNGUzOWRlN2EzMWJm2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,5.0,"The living room and kitchen were not as they were shown in the pictures. There were dark wooden shutters/doors closed over the big windows on the left of living area and the narrow kitchen window. 
We booked the property because of the light - the images show light coming into those windows. But the owners REFUSED to open the shutters! 
This property is built to the side of the owners' house. They refused to open the shutters for 'privacy'. Don't rent out a house in your garden if you want privacy! (We live in a city and don't care about privacy; we wanted light.)
Also terrible were the kitchen, which had lots of cutlery and crockery but lacked basic cooking utensils or space to put away food, and the downstairs toilet and/or bar drains, which stank.,

At face value, it's a beautiful property. The decoration is stunning. The location is great for driving into Bruges while staying in the countryside.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The living room and kitchen were not as they were shown in the pictures. There were dark wooden shutters/doors closed over the big windows on the left of living area and the narrow kitchen window. 
We booked the property because of the light - the images show light coming into those windows. But the owners REFUSED to open the shutters! 
This property is built to the side of the owners' house. They refused to open the shutters for 'privacy'. Don't rent out a house in your garden if you want privacy! (We live in a city and don't care about privacy; we wanted light.)
Also terrible were the kitchen, which had lots of cutlery and crockery but lacked basic cooking utensils or space to put away food, and the downstairs toilet and/or bar drains, which stank.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">At face value, it's a beautiful property. The decoration is stunning. The location is great for driving into Bruges while staying in the countryside.</span></p>",Leisure trip~Family with young children~Holiday Home~Stayed 3 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
586,The appartment is perfecy but it said its good for 4 people its maybe good for 2,07-Jan-20,Malki,,25-00-2021,https://www.booking.com/reviews/be/hotel/duinenwachter.en-gb.html?label=gen173nr-1DCA0oFUINZHVpbmVud2FjaHRlckgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqarXhwbAAgHSAiQ2ODNjNjE2ZC1hZGRhLTRlMzgtOTQ4OC1hZTM1YmVkZGYxMzDYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Duinenwachter,https://www.booking.com/hotel/be/duinenwachter.en-gb.html?label=gen173nr-1DCA0oFUINZHVpbmVud2FjaHRlckgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqarXhwbAAgHSAiQ2ODNjNjE2ZC1hZGRhLTRlMzgtOTQ4OC1hZTM1YmVkZGYxMzDYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Belgium,7.0,"Only the beds,

The cossines from appartment","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Only the beds</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The cossines from appartment</span></p>",Leisure trip~Couple~Apartment~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
587,Very poor,28-Jan-19,Desislava,,16-00-2024,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,Antwerp Harbour Hotel,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Netherlands,2.9,"The hotel is not close to the center and the road to the hotel is auwful. I think it is in an industrial area of the city so it is definately a very bad choice if you want to walk to the city center.  The hotel outside is very old and ugly so it`s a very poor quaility for the money spent. I will never book it again and don`t recomment it.,

Breakfast was nice and the hotel was clean. You can make free coffee, tea the whole day in the lobby bar. The tram/bus station is in front of the hotel which is very convenient.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The hotel is not close to the center and the road to the hotel is auwful. I think it is in an industrial area of the city so it is definately a very bad choice if you want to walk to the city center.  The hotel outside is very old and ugly so it`s a very poor quaility for the money spent. I will never book it again and don`t recomment it.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Breakfast was nice and the hotel was clean. You can make free coffee, tea the whole day in the lobby bar. The tram/bus station is in front of the hotel which is very convenient.</span></p>",Leisure trip~Couple~Standard Twin Room~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
588,Highly recommended,27-Nov-19,Carl,,19-00-2021,https://www.booking.com/reviews/be/hotel/central-bruges-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIWY2VudHJhbC1icnVnZXMtYi1hbXAtYkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp6rXhwbAAgHSAiQ2ZTYxZjE0MC1kNjc4LTQxY2EtYmI3ZC02MjQ2ZjgyMDkwNWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Central Bruges B&B,https://www.booking.com/hotel/be/central-bruges-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIWY2VudHJhbC1icnVnZXMtYi1hbXAtYkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp6rXhwbAAgHSAiQ2ZTYxZjE0MC1kNjc4LTQxY2EtYmI3ZC02MjQ2ZjgyMDkwNWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,10.0,"Nothing. ,

A beautiful home in a quiet area just 15 minutes walk from the city centre. Plenty of restaurants within walking distance. Katrien was a fantastic host,  providing plenty of information on what to do whilst in Bruges, and her attention to detail was amazing. The breakfast was awesome too! Would definitely stay here again and recommend to anyone.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing. </span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">A beautiful home in a quiet area just 15 minutes walk from the city centre. Plenty of restaurants within walking distance. Katrien was a fantastic host,  providing plenty of information on what to do whilst in Bruges, and her attention to detail was amazing. The breakfast was awesome too! Would definitely stay here again and recommend to anyone. </span></p>",Leisure trip~Couple~Deluxe Twin Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
